FLY_GENE1	FLY_GENE2	REFERENCE	DATE_LAST_UPDATED	DATA_VERSION	REFERENCEURL	SYMBOL_BD	SYMBOL_AD	INTERACTION_TYPE	INTERACTION_DETECT_METHODS
FBgn0000108	FBgn0261112	"FBrf0200549, FBrf0200549"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0200549, FBrf0200549"	Appl	APP-BP1	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000108	FBgn0032049	"FBrf0219983, FBrf0229288, FBrf0206813"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0219983, FBrf0229288, FBrf0206813"	Appl	Bace	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000108	FBgn0000635	"FBrf0187897, FBrf0187897"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0187897, FBrf0187897"	Appl	Fas2	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000108	FBgn0032049	"FBrf0219983, FBrf0229288, FBrf0206813"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0219983, FBrf0229288, FBrf0206813"	Appl	Bace	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000108	FBgn0024196	FBrf0141685	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0141685	Appl	robl	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000108	FBgn0086370	"FBrf0222907, FBrf0222907"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0222907, FBrf0222907"	Appl	sra	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000108	FBgn0001308	FBrf0108290	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0108290	Appl	Khc	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000108	FBgn0259984	FBrf0227377	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0227377	Appl	kuz	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000108	FBgn0029843	FBrf0237026	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0237026	Appl	Nep1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000114	FBgn0003310	FBrf0180283	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0180283	bru1	S	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000114	FBgn0017581	"FBrf0180283, FBrf0180283"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0180283, FBrf0180283"	bru1	Lk6	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000114	FBgn0003015	FBrf0157198	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0157198	bru1	osk	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000114	FBgn0001137	"FBrf0157198, FBrf0157198"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0157198, FBrf0157198"	bru1	grk	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000114	FBgn0001137	"FBrf0157198, FBrf0157198"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0157198, FBrf0157198"	bru1	grk	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000114	FBgn0034975	FBrf0223167	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0223167	bru1	enok	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000114	FBgn0015218	FBrf0180283	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0180283	bru1	eIF4E1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000114	FBgn0017581	"FBrf0180283, FBrf0180283"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0180283, FBrf0180283"	bru1	Lk6	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000114	FBgn0264695	FBrf0227488	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0227488	bru1	Mhc	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0011692	FBrf0211056	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0211056	arm	pav	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0003371	"FBrf0123026, FBrf0123026, FBrf0129777, FBrf0228091, FBrf0155933"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0123026, FBrf0123026, FBrf0129777, FBrf0228091, FBrf0155933"	arm	sgg	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0036974	FBrf0167661	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0167661	arm	eRF1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0039907	"FBrf0235074, FBrf0146918"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0235074, FBrf0146918"	arm	lgs	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0010934	FBrf0123026	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0123026	arm	l(3)09291	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0010303	FBrf0128573	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0128573	arm	hep	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0002643	FBrf0202064	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0202064	arm	mam	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0003371	"FBrf0123026, FBrf0123026, FBrf0129777, FBrf0228091, FBrf0155933"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0123026, FBrf0123026, FBrf0129777, FBrf0228091, FBrf0155933"	arm	sgg	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0086356	FBrf0211056	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0211056	arm	tum	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0014847	FBrf0134599	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0134599	arm	Egfr::tor	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0004569	"FBrf0134599, FBrf0123026"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0134599, FBrf0123026"	arm	aos	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0020496	"FBrf0213805, FBrf0213805, FBrf0192637"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0213805, FBrf0213805, FBrf0192637"	arm	CtBP	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0262432	FBrf0206038	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0206038	arm	mir-8	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0003997	FBrf0129777	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0129777	arm	hid	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0266997	"FBrf0222281, FBrf0187821"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0222281, FBrf0187821"	arm	α-Cat::shg	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0003731	"FBrf0123026, FBrf0134599"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0123026, FBrf0134599"	arm	Egfr	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0003716	"FBrf0129949, FBrf0128573"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0129949, FBrf0128573"	arm	tkv	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0043900	"FBrf0235074, FBrf0149129, FBrf0148960"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0235074, FBrf0149129, FBrf0148960"	arm	pygo	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0000636	FBrf0123026	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0123026	arm	Fas3	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0284421	FBrf0129777	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0129777	arm	Psn	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0000499	FBrf0123026	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0123026	arm	dsh	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0016977	"FBrf0160742, FBrf0215879"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0160742, FBrf0215879"	arm	spen	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0243512	"FBrf0128573, FBrf0129777, FBrf0128573"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0128573, FBrf0129777, FBrf0128573"	arm	puc	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0003028	FBrf0110515	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0110515	arm	ovo	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0003525	"FBrf0155933, FBrf0123026"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0155933, FBrf0123026"	arm	stg	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0037734	FBrf0203104	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0203104	arm	trbd	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0003866	FBrf0103449	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0103449	arm	tsh	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0001624	FBrf0123026	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0123026	arm	dlg1	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0001075	FBrf0123026	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0123026	arm	ft	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0085432	"FBrf0104944, FBrf0129777, FBrf0139643, FBrf0134599"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0104944, FBrf0129777, FBrf0139643, FBrf0134599"	arm	pan	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0267825	FBrf0192707	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0192707	arm	L	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0004889	FBrf0123026	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0123026	arm	tws	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0000404	FBrf0123026	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0123026	arm	CycA	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0284084	FBrf0123026	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0123026	arm	wg	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0026323	"FBrf0128573, FBrf0128573"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0128573, FBrf0128573"	arm	Tak1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0000017	"FBrf0102617, FBrf0102617"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0102617, FBrf0102617"	arm	Abl	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0004569	"FBrf0134599, FBrf0123026"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0134599, FBrf0123026"	arm	aos	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0003041	FBrf0223535	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0223535	arm	pbl	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0041111	FBrf0123026	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0123026	arm	lilli	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0026597	FBrf0136754	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0136754	arm	Axn	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0026598	FBrf0202572	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0202572	arm	Apc2	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0020496	"FBrf0213805, FBrf0213805, FBrf0192637"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0213805, FBrf0213805, FBrf0192637"	arm	CtBP	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0260799	FBrf0155865	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0155865	arm	p120ctn	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0004635	FBrf0123026	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0123026	arm	rho	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0001139	FBrf0104944	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0104944	arm	gro	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0003391	"FBrf0123026, FBrf0102617"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0123026, FBrf0102617"	arm	shg	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0000490	FBrf0128573	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0128573	arm	dpp	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0000117	FBgn0262716	FBrf0217336	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0217336	arm	Arp3	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003482	FBgn0003480	FBrf0100046	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0100046	spn-D	spn-B	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003482	FBgn0003479	"FBrf0100046, FBrf0128498"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0100046, FBrf0128498"	spn-D	spn-A	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003482	FBgn0019686	"FBrf0192439, FBrf0151847"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0192439, FBrf0151847"	spn-D	lok	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003482	FBgn0003483	FBrf0100046	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0100046	spn-D	spn-E	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003482	FBgn0002716	FBrf0162153	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0162153	spn-D	mei-W68	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003482	FBgn0050169	FBrf0205416	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0205416	spn-D	Brca2	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003483	FBgn0003482	FBrf0100046	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0100046	spn-E	spn-D	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003483	FBgn0003523	FBrf0138260	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0138260	spn-E	Ste	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003495	FBgn0262582	FBrf0141486	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0141486	spz	cic	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003495	FBgn0036494	FBrf0222474	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0222474	spz	Toll-6	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003495	FBgn0014018	FBrf0148976	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0148976	spz	Rel	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003495	FBgn0262473	"FBrf0222474, FBrf0206302"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0222474, FBrf0206302"	spz	Tl	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003495	FBgn0262473	"FBrf0222474, FBrf0206302"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0222474, FBrf0206302"	spz	Tl	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003495	FBgn0000250	FBrf0079887	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0079887	spz	cact	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003495	FBgn0034476	FBrf0222474	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0222474	spz	Toll-7	suppressible	psi-mi:MI0208(genetic interaction)
